item_idx,recipe_id
1596,4917
1597,4918
1598,4919
1599,4920
1600,4921
1601,4924
1602,4929
1603,4930
1604,4931
1605,4932
1606,4936
1607,4939
1608,4943
1609,4944
1610,4946
1611,4948
1612,4950
1613,4952
1614,4953
1615,4956
1616,4957
1617,4960
1618,4966
1619,4967
1620,4968
1621,4969
1622,4970
1623,4973
1624,4977
1625,4978
1626,4981
1627,4985
1628,4987
1629,4990
1630,4997
1631,5000
1632,5003
1633,5006
1634,5008
1635,5009
1636,5010
1637,5012
1638,5015
1639,5016
1640,5018
1641,5019
1642,5023
1643,5024
1644,5025
1645,5026
1646,5030
1647,5031
1648,5032
1649,5033
1650,5034
1651,5035
1652,5043
1653,5046
1654,5057
1655,5059
1656,5062
1657,5067
1658,5068
1659,5072
1660,5076
1661,5077
1662,5079
1663,5083
1664,5084
1665,5086
1666,5090
1667,5094
1668,5096
1669,5101
1670,5102
1671,5107
1672,5116
1673,5121
1674,5122
1675,5123
1676,5124
1677,5132
1678,5134
1679,5138
1680,5139
1681,5140
1682,5142
1683,5143
1684,5144
1685,5146
1686,5147
1687,5150
1688,5154
1689,5158
1690,5160
1691,5161
1692,5162
1693,5170
1694,5174
1695,5175
1696,5177
1697,5179
1698,5184
1699,5185
1700,5186
1701,5188
1702,5189
1703,5190
1704,5192
1705,5195
1706,5197
1707,5199
1708,5203
1709,5206
1710,5208
1711,5209
1712,5211
1713,5219
1714,5220
1715,5223
1716,5225
1717,5226
1718,5227
1719,5229
1720,5230
1721,5232
1722,5234
1723,5235
1724,5237
1725,5239
1726,5240
1727,5242
1728,5245
1729,5246
1730,5247
1731,5250
1732,5252
1733,5253
1734,5258
1735,5259
1736,5264
1737,5270
1738,5272
1739,5274
1740,5275
1741,5276
1742,5277
1743,5280
1744,5281
1745,5282
1746,5283
1747,5286
1748,5287
1749,5288
1750,5289
1751,5290
1752,5291
1753,5293
1754,5294
1755,5297
1756,5298
1757,5299
1758,5304
1759,5308
1760,5309
1761,5311
1762,5314
1763,5315
1764,5316
1765,5317
1766,5319
1767,5320
1768,5321
1769,5322
1770,5323
1771,5329
1772,5331
1773,5334
1774,5342
1775,5343
1776,5346
1777,5348
1778,5349
1779,5351
1780,5353
1781,5360
1782,5366
1783,5368
1784,5377
1785,5378
1786,5379
1787,5381
1788,5384
1789,5386
1790,5388
1791,5390
1792,5392
1793,5395
1794,5397
1795,5398
1796,5401
1797,5403
1798,5406
1799,5407
1800,5410
1801,5411
1802,5414
1803,5415
1804,5416
1805,5417
1806,5418
1807,5428
1808,5429
1809,5434
1810,5435
1811,5436
1812,5437
1813,5440
1814,5447
1815,5448
1816,5449
1817,5450
1818,5452
1819,5453
1820,5454
1821,5456
1822,5459
1823,5465
1824,5471
1825,5472
1826,5473
1827,5474
1828,5475
1829,5476
1830,5477
1831,5478
1832,5479
1833,5480
1834,5482
1835,5483
1836,6426
1837,6428
1838,6433
1839,6437
1840,6440
1841,6442
1842,6444
1843,6446
1844,6447
1845,6449
1846,6451
1847,6453
1848,6454
1849,6455
1850,6459
1851,6463
1852,6468
1853,6469
1854,6475
1855,6479
1856,6483
1857,6484
1858,6489
1859,6495
1860,6498
1861,6499
1862,6500
1863,6501
1864,6502
1865,6505
1866,6506
1867,6509
1868,6510
1869,6511
1870,6512
1871,6515
1872,6517
1873,6518
1874,6520
1875,6521
1876,6526
1877,6527
1878,6528
1879,6540
1880,6542
1881,6544
1882,6547
1883,6548
